,object detected,requestid,model,resolution,contrast,sharpness,brightness,saturation,noise,blur,image id,correctly detect,true class
2842,"[['elephant', 0.2906128764152527]]",db06084c-979f-4828-8326-0e97c9131fd0,aggregated,"[640, 580]",1346.23,1346.23,194.33,77.3,44.06519396551724,1346.2252556817057,11335325886_75cf456ea8_z_degraded.jpg,0,cat
2843,"[['dog', 0.3006134331226349]]",6ec3b332-9bf1-47d1-a148-9c34986c4b76,aggregated,"[639, 590]",1876.96,1876.96,191.3,45.37,59.26102755895069,1876.960826526577,2698863450_3a10857081_z_degraded.jpg,1,dog
2844,"[['dog', 0.6433910131454468]]",918a4f13-90f6-4086-99b4-5564ca592b67,aggregated,"[639, 600]",2010.37,2010.37,205.69,99.66,35.40114762649974,2010.3740554261574,14869105327_a74f23fa8a_z_degraded.jpg,1,dog
2845,"[['person', 0.877368152141571], ['person', 0.7290741801261902], ['person', 0.573294147849083], ['person', 0.5919111371040344], ['person', 0.602341890335083], ['person', 0.6834377646446228], ['person', 0.4786566495895386], ['person', 0.4547625482082367], ['person', 0.39755359292030334], ['person', 0.3009777367115021], ['handbag', 0.27261680364608765]]",a49552e2-ce5b-4f0e-a5d7-24349fdb298d,aggregated,"[640, 480]",1211.81,1211.81,75.14,178.58,28.755533854166664,1211.8106772159895,4282546783_10b5e0a62e_z_degraded.jpg,1,person
2846,"[['dog', 0.4361118674278259], ['elephant', 0.27645355463027954]]",16bcc174-3ef9-4e72-9bb9-cb39b7cdbf71,aggregated,"[640, 495]",476.1,476.1,210.59,50.92,61.24431818181818,476.10232895559113,7248771448_66aab6455d_z_degraded.jpg,1,dog
2847,"[['suitcase', 0.5624712705612183], ['cat', 0.5402161478996277]]",04064a4c-c413-4277-9601-bb4d0297ca2c,aggregated,"[463, 640]",6131.9,6131.9,102.34,131.62,17.050485961123112,6131.896172818859,412652687_4d6cb46129_z_degraded.jpg,1,cat
2848,"[['person', 0.780268132686615]]",da686e56-07db-4ce8-ac89-a6f5b65160ef,aggregated,"[640, 480]",46.72,46.72,103.0,68.64,47.5439453125,46.723190535439386,2946145533_75f5268f19_z_degraded.jpg,1,person
2849,"[['person', 0.7163987159729004], ['person', 0.6400193721055984], ['person', 0.6470229625701904]]",63ee865b-0279-4add-9237-bb679fe8a3c7,aggregated,"[640, 480]",860.25,860.25,150.25,88.43,23.788736979166668,860.249413322915,528252616_a57e6257ff_z_degraded.jpg,1,person
2850,"[['cat', 0.5910694152116776]]",5b00211c-7ed0-4689-93f5-b319830b6701,aggregated,"[640, 427]",911.44,911.44,218.8,22.74,60.724165690866506,911.4391064071372,8213118547_f274c67e93_z_degraded.jpg,1,cat
2851,[],8b444d8e-4d35-4025-aeec-966784d1d8e7,aggregated,"[640, 479]",735.7,735.7,102.64,108.5,72.89274530271398,735.7004139706221,3632975096_ec47d16f37_z_degraded.jpg,0,cat
2852,"[['person', 0.6403138935565948]]",8d5ef6c9-d050-4497-9f97-11458406908a,aggregated,"[640, 427]",509.74,509.74,186.67,140.62,32.38656323185012,509.7385240545592,15983066535_629c335c63_z_degraded.jpg,1,person
2853,"[['person', 0.7906317412853241], ['person', 0.7040143311023712], ['person', 0.5777686238288879], ['person', 0.535556435585022], ['person', 0.4791632294654846], ['person', 0.42970335483551025], ['person', 0.8364142775535583], ['person', 0.8181514739990234], ['person', 0.7278697490692139], ['person', 0.6991066932678223], ['person', 0.6744509935379028], ['person', 0.6661901473999023], ['person', 0.5016237497329712], ['person', 0.4031210243701935], ['person', 0.2760849595069885]]",e0f93427-92f8-42c7-bd8a-48db688b4e3c,aggregated,"[640, 360]",2957.87,2957.87,96.23,140.88,32.45789930555556,2957.8696607493466,5210291488_fe9939bdf1_z_degraded.jpg,1,person
2854,"[['truck', 0.3960413932800293], ['person', 0.6212091445922852], ['boat', 0.2630499303340912]]",067955cd-5e26-4114-b033-0ccf479ec965,aggregated,"[640, 426]",7403.02,7403.02,167.69,78.53,41.712514671361504,7403.0216377922725,340359612_df41037e73_z_degraded.jpg,0,car
2855,"[['person', 0.6552956104278564], ['car', 0.5487160086631775], ['person', 0.38459475338459015], ['car', 0.2951180040836334], ['truck', 0.2944739758968353], ['car', 0.7761914730072021]]",b800bf6d-8fb4-46e6-b20e-5b4c3deff91e,aggregated,"[640, 480]",1670.81,1670.81,116.15,93.07,37.08854166666667,1670.8148786841077,5484042252_37ce385b5f_z_degraded.jpg,1,car
2856,"[['person', 0.8063410818576813], ['person', 0.6319508949915568], ['person', 0.6898767352104187]]",e577be1d-831c-4a7b-9249-2338aadcd33d,aggregated,"[471, 594]",2110.37,2110.37,194.69,53.44,39.7292100052185,2110.371642057983,8488918795_f8ba7dabb6_z_degraded.jpg,1,person
2857,"[['dog', 0.5667830109596252]]",056bee79-5ffb-4217-9f80-b36901d88592,aggregated,"[640, 508]",3091.49,3091.49,221.17,79.48,63.43626968503937,3091.4908187554493,81717243_2c9fcf3dab_z_degraded.jpg,1,dog
2858,"[['cat', 0.8812069296836853], ['book', 0.28942543268203735]]",a46561d1-3d03-432c-83a8-600e250fe8f9,aggregated,"[640, 448]",721.26,721.26,152.16,120.67,30.83670479910714,721.2553688485283,4991188769_8642331e2c_z_degraded.jpg,1,cat
2859,"[['elephant', 0.2667236626148224], ['teddy bear', 0.2758825719356537]]",2402828d-eae2-4d8d-89a4-e085dcabc746,aggregated,"[640, 626]",589.8,589.8,129.23,56.73,61.20681908945688,589.7977510702763,7492624590_e473685314_z_degraded.jpg,0,dog
2860,"[['person', 0.7106145024299622], ['person', 0.6823467016220093]]",55a9db41-5133-4aec-a08b-60671cdffad1,aggregated,"[620, 480]",1455.25,1455.25,156.58,106.64,35.90994623655914,1455.2531350209833,16104664631_cce4a9a58c_z_degraded.jpg,1,person
2861,"[['person', 0.7833409309387207], ['bicycle', 0.7477330565452576]]",1125aa17-f013-4d5e-973b-dc5fb4c5bb52,aggregated,"[640, 426]",2947.65,2947.65,180.48,85.94,52.246185446009385,2947.6472815361403,3446761063_9cdc26f36c_z_degraded.jpg,1,bicycle
2862,"[['truck', 0.38759323954582214], ['car', 0.5336292386054993], ['car', 0.7036926746368408]]",3f4dc187-c0dc-4159-a021-cec3032ea274,aggregated,"[640, 480]",5481.32,5481.32,175.38,75.33,38.604166666666664,5481.320546603735,5575004957_c281c5de1f_z_degraded.jpg,1,car
2863,"[['boat', 0.3714595288038254], ['car', 0.6701564788818359]]",bdc24fd9-7633-4bba-b251-1c6a372a0ad2,aggregated,"[640, 480]",1075.93,1075.93,194.3,35.69,18.5576171875,1075.9270019504122,5007439610_5bb351fc1f_z_degraded.jpg,1,car
2864,"[['person', 0.7614595890045166], ['bicycle', 0.7311311364173889]]",a7a14125-a9fd-4cf0-891b-c72d59978800,aggregated,"[480, 640]",1783.06,1783.06,208.5,38.62,63.157552083333336,1783.0574358662925,2136213674_4e484d88e3_z_degraded.jpg,1,bicycle
2865,"[['bear', 0.5421816110610962]]",4f5920a2-6e0f-4e83-ad78-92e43515d879,aggregated,"[640, 480]",716.91,716.91,168.81,30.76,71.76334635416667,716.911307354355,319365750_c6ecd7afbc_z_degraded.jpg,0,dog
2866,"[['person', 0.7659544050693512], ['person', 0.7826114296913147], ['bicycle', 0.28142836689949036]]",abd2bd8d-e224-4cf0-8de1-aa8522ac987b,aggregated,"[640, 427]",2025.47,2025.47,185.6,98.37,30.231996487119435,2025.465354658281,4065552857_98aa8a39d4_z_degraded.jpg,1,bicycle
2867,"[['bear', 0.2982330322265625]]",1ecfc249-e52b-4cf6-8e64-f3ddd3c3fd28,aggregated,"[640, 480]",2184.74,2184.74,165.71,56.11,19.744466145833332,2184.741789387343,138805025_80da2e3a82_z_degraded.jpg,0,cat
2868,"[['person', 0.7880582809448242]]",31b45ba0-85f4-4dbd-b580-53b9093338a1,aggregated,"[480, 640]",484.98,484.98,164.31,104.22,16.965494791666668,484.9845041846276,3195432512_d0a96b2967_z_degraded.jpg,1,person
2869,"[['person', 0.891654908657074], ['tie', 0.6560720503330231], ['person', 0.3498131334781647], ['person', 0.33160561323165894], ['person', 0.2526768147945404]]",b2fa6e6d-833f-4109-bedc-ab4404bcf6b3,aggregated,"[639, 428]",1384.91,1384.91,200.79,30.1,58.08104076170418,1384.912078222552,2522213440_edbcb5ba05_z_degraded.jpg,1,person
2870,"[['truck', 0.3708055019378662]]",9ebee051-d2ac-4e55-966e-78f38aa066e7,aggregated,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
2871,[],e96d7849-f43d-4bba-9e07-6be320b9c292,aggregated,"[640, 472]",167.37,167.37,110.09,52.63,55.44061175847457,167.36623989981913,19283436_772222a19e_z_degraded.jpg,0,dog
2872,"[['truck', 0.25090205669403076], ['suitcase', 0.4458310902118683]]",778fd02b-8b0d-4457-bce2-3b7ff9de5a66,aggregated,"[640, 480]",4218.41,4218.41,166.05,45.65,21.5986328125,4218.406665586303,5099996575_32762aeb7f_z_degraded.jpg,0,car
2873,"[['truck', 0.6649165153503418], ['truck', 0.632084846496582], ['truck', 0.6978181004524231], ['potted plant', 0.3049677312374115], ['potted plant', 0.263992041349411]]",6ebbeb01-768d-4ba2-b9d6-801f0b1a8abe,aggregated,"[640, 458]",2731.32,2731.32,148.19,91.54,45.151473799126634,2731.3228926091865,19577109682_a0282d8678_z_degraded.jpg,0,car
2874,"[['person', 0.42244186997413635], ['person', 0.7782448530197144], ['elephant', 0.4600948691368103]]",02a185ba-7bd3-4cb9-829b-088cd76fa030,aggregated,"[640, 541]",234.04,234.04,83.06,139.14,37.811633548983366,234.04207070979027,6309741882_b074ee1a96_z_degraded.jpg,1,person
2875,"[['cat', 0.6492545902729034]]",b1842fcc-f147-48ab-9c17-f6082dfdf19c,aggregated,"[640, 426]",889.17,889.17,128.37,87.78,13.200190727699528,889.1679058585916,2206074222_69cc088500_z_degraded.jpg,1,cat
2876,"[['elephant', 0.5128160715103149], ['dog', 0.4835740923881531]]",5840bca7-9bf4-4825-b4db-ee66b1c66bbc,aggregated,"[480, 640]",304.62,304.62,136.37,44.82,55.93912760416667,304.61848628869586,361146297_ca9b5c8799_z_degraded.jpg,1,dog
2877,"[['cat', 0.3696485757827759]]",fea95c8d-9aac-4df2-bcf5-1fba63007466,aggregated,"[640, 640]",3911.62,3911.62,190.93,116.97,34.520263671875,3911.619603651471,15516450642_4fffe9be37_z_degraded.jpg,1,cat
2878,"[['cat', 0.8812069296836853], ['book', 0.28942543268203735]]",7ce5e970-53cc-4e75-91e6-8ea7c814c530,aggregated,"[640, 448]",721.26,721.26,152.16,120.67,30.83670479910714,721.2553688485283,4991188769_8642331e2c_z_degraded.jpg,1,cat
2879,[],53a64c87-32b2-4ec7-b5ba-24b782f8b943,aggregated,"[640, 472]",167.37,167.37,110.09,52.63,55.44061175847457,167.36623989981913,19283436_772222a19e_z_degraded.jpg,0,dog
2880,[],5548ea20-6701-41c8-9ac2-79f80d7db88b,aggregated,"[640, 472]",167.37,167.37,110.09,52.63,55.44061175847457,167.36623989981913,19283436_772222a19e_z_degraded.jpg,0,dog
2881,"[['car', 0.8227939009666443], ['bird', 0.5073666572570801]]",8d2fde6c-ebd0-4c6a-82b5-8f37827c6125,aggregated,"[640, 427]",1305.34,1305.34,192.26,28.28,49.7698331381733,1305.335068727871,3499391979_76c0c01a3c_z_degraded.jpg,1,car
2882,"[['cat', 0.823798656463623]]",809f726f-a385-47d9-a4e8-3875e10c37a5,aggregated,"[640, 427]",1585.07,1585.07,116.3,128.88,33.300644028103044,1585.0668645025653,14711690133_019fe56eb5_z_degraded.jpg,1,cat
2883,"[['person', 0.8595354855060577], ['person', 0.7933526039123535], ['person', 0.6487899025281271], ['person', 0.5753379166126251], ['person', 0.756668895483017], ['person', 0.5825076699256897], ['bicycle', 0.4827473759651184], ['bicycle', 0.42196720838546753], ['person', 0.57302525639534], ['bicycle', 0.3308032602071762], ['snowboard', 0.317862331867218], ['person', 0.3240624964237213], ['bicycle', 0.3239518702030182], ['bicycle', 0.4865976870059967], ['person', 0.8428521156311035], ['person', 0.738923192024231], ['person', 0.28781062364578247], ['bicycle', 0.28535521030426025], ['person', 0.2760768532752991]]",e9b7b59a-c6be-4d10-a44f-07e8b6f30c92,aggregated,"[640, 480]",3878.3,3878.3,201.71,41.67,63.98046875,3878.3020047410328,3452990622_cfb5fba34a_z_degraded.jpg,1,bicycle
2884,"[['bear', 0.463533878326416], ['dog', 0.4693855941295624]]",5f523909-957d-4404-a975-0527ede3cffe,aggregated,"[480, 640]",583.12,583.12,144.1,79.47,31.846354166666668,583.1197655963474,6238072987_89f2925563_z_degraded.jpg,1,dog
2885,"[['bicycle', 0.33046308159828186], ['person', 0.4190968722105026], ['motorcycle', 0.5959076285362244], ['bicycle', 0.44225817918777466], ['person', 0.34197402000427246], ['motorcycle', 0.3024808168411255]]",69f89ba3-a272-4ea4-b3f0-e3e344ef9cf8,aggregated,"[640, 427]",1226.29,1226.29,194.62,45.0,53.79683840749414,1226.2922591092497,51712355_49c2e95899_z_degraded.jpg,1,bicycle
2886,"[['elephant', 0.28676125407218933], ['elephant', 0.7558663487434387]]",78283eb1-9222-40e6-9872-3be313ec2ebc,aggregated,"[640, 543]",1795.09,1795.09,195.61,115.04,34.125230202578265,1795.0936195385912,11381011104_36225e2ccc_z_degraded.jpg,0,dog
2887,"[['bird', 0.28839221596717834], ['person', 0.942031979560852]]",582d8206-8c5d-4002-96de-731e0bfd6760,aggregated,"[427, 640]",236.43,236.43,147.09,71.16,37.42644906323185,236.43075179555012,4083309359_020d325f73_z_degraded.jpg,1,person
2888,"[['car', 0.324235200881958], ['car', 0.9376852512359619], ['car', 0.5380821228027344], ['car', 0.44800055027008057], ['truck', 0.44259390234947205], ['car', 0.424844890832901], ['car', 0.4154791235923767], ['car', 0.3599802255630493], ['car', 0.3562465310096741], ['car', 0.3129514455795288], ['car', 0.26964646577835083], ['car', 0.2522064745426178]]",15631862-fc1e-431a-bdb7-05377a5104eb,aggregated,"[640, 480]",4870.82,4870.82,186.6,65.04,48.479166666666664,4870.823034798133,8125475_d0a1063029_z_degraded.jpg,1,car
2889,"[['elephant', 0.3324436843395233]]",7eb2bfb1-5778-4e12-9dfd-6cd59cd44e1b,aggregated,"[640, 640]",2335.22,2335.22,179.04,42.52,51.516357421875,2335.219948583549,16599186017_25f46b7511_z_degraded.jpg,0,cat
2890,"[['dog', 0.4235345125198364]]",27210db3-ed28-4c77-a108-78559c978de3,aggregated,"[640, 427]",933.6,933.6,118.64,149.01,13.680474238875878,933.6033949342172,3968015804_ac83717a19_z_degraded.jpg,1,dog
2891,"[['truck', 0.3960413932800293], ['person', 0.6212091445922852], ['boat', 0.2630499303340912]]",65a7fc70-ec6d-4542-a9ca-3b184073257f,aggregated,"[640, 426]",7403.02,7403.02,167.69,78.53,41.712514671361504,7403.0216377922725,340359612_df41037e73_z_degraded.jpg,0,car
2892,"[['dog', 0.8633649945259094]]",01f90710-b098-43b8-8f89-84200eb7349d,aggregated,"[639, 428]",435.77,435.77,112.35,85.9,15.98474544045164,435.76620726454024,3290610375_c742148226_z_degraded.jpg,1,dog
2893,"[['car', 0.5245136717955271], ['fire hydrant', 0.7162056565284729], ['person', 0.330233633518219]]",25cf445d-ead6-4485-b1af-e7e33071b543,aggregated,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
2894,"[['truck', 0.5240402321020762]]",a04c5545-3731-4065-9142-758f4d178064,aggregated,"[640, 427]",7263.75,7263.75,170.02,45.2,48.48799765807963,7263.748613199395,8032610600_1dd81d41a4_z_degraded.jpg,0,car
2895,"[['sheep', 0.719658374786377], ['person', 0.37165355682373047], ['teddy bear', 0.26366397738456726], ['dog', 0.7503759264945984], ['person', 0.4700213372707367]]",bdea7a44-ef1e-4797-a755-7481da4149cc,aggregated,"[640, 427]",1360.74,1360.74,181.38,58.14,30.00622072599532,1360.7446224929743,15782459318_437c57f515_z_degraded.jpg,1,dog
2896,"[['person', 0.8855166733264923], ['person', 0.7811545729637146]]",3982366f-21f6-4168-958b-17767bdf177b,aggregated,"[640, 427]",354.69,354.69,206.16,49.71,53.99260831381733,354.6890686419788,8960442702_6c931904f0_z_degraded.jpg,1,person
2897,"[['person', 0.5204387754201889], ['person', 0.38321706652641296], ['person', 0.561526894569397], ['person', 0.4601577818393707], ['person', 0.27493205666542053]]",10758d98-412e-45b1-8473-15f563cf8352,aggregated,"[640, 427]",5316.42,5316.42,133.1,100.24,23.7964724824356,5316.420712374624,8773393046_236298c465_z_degraded.jpg,0,bicycle
2898,"[['snowboard', 0.3566933274269104], ['clock', 0.5741515755653381], ['snowboard', 0.3789421617984772]]",f8b91482-5582-43c9-af8a-84da502d5403,aggregated,"[567, 640]",605.74,605.74,188.96,28.16,43.258101851851855,605.7443397255378,422908475_7be8fe7338_z_degraded.jpg,0,cat
2899,"[['person', 0.7000698447227478], ['person', 0.7045519948005676], ['person', 0.6702469289302826], ['person', 0.5593712031841278], ['person', 0.5203334987163544], ['person', 0.4228948652744293], ['person', 0.3994222581386566], ['person', 0.4817166328430176], ['bicycle', 0.47909846901893616], ['person', 0.7810701131820679], ['person', 0.7517603635787964], ['person', 0.7323793768882751], ['person', 0.6921190619468689], ['bicycle', 0.5780856013298035], ['person', 0.4072982966899872], ['person', 0.390567421913147], ['person', 0.3707810044288635], ['person', 0.29618704319000244], ['person', 0.2692626416683197]]",9e92ae5f-a6be-4840-a03a-88a2cc0c360d,aggregated,"[640, 398]",6591.69,6591.69,172.07,64.15,34.36086683417085,6591.686834158462,1511658057_17b7bac11a_z_degraded.jpg,1,bicycle
2900,"[['bicycle', 0.5923715680837631], ['person', 0.3488258123397827], ['person', 0.2704751491546631], ['person', 0.8140439391136169]]",c7d41ce7-9378-4d27-86df-57f6ab7a9adb,aggregated,"[640, 427]",10410.51,10410.51,187.04,125.02,36.83072306791569,10410.511576579063,9141188655_328b195d8d_z_degraded.jpg,1,bicycle
2901,"[['cat', 0.672852098941803], ['bed', 0.4826359152793884]]",b30e223c-b4b9-4f06-882b-a4e0affce0ef,aggregated,"[640, 424]",89.97,89.97,186.09,138.65,27.102373231132077,89.96754047827011,2553120516_dd48754dc4_z_degraded.jpg,1,cat
2902,"[['cat', 0.4839063584804535], ['mouse', 0.44071391224861145], ['cell phone', 0.4719906151294708]]",0ba63fb5-443a-4e3b-8784-d3781c007ddb,aggregated,"[640, 427]",1153.07,1153.07,167.9,60.91,58.36834016393443,1153.0654639281524,7685782426_d3615820e9_z_degraded.jpg,1,cat
2903,"[['truck', 0.6312019377946854]]",d3d8ce69-4610-4bd5-a63d-958a9feb4e1e,aggregated,"[639, 369]",2550.33,2550.33,126.16,49.16,28.591846168852925,2550.3265378246515,3312304999_bc296f3260_z_degraded.jpg,0,car
2904,"[['person', 0.6599027216434479], ['person', 0.3700561821460724], ['tie', 0.29085496068000793]]",2ae78dce-ae23-413b-8a06-134578f6895a,aggregated,"[427, 640]",1058.51,1058.51,220.08,47.63,65.50241510538642,1058.5094032539994,8031274301_1d9bc9b665_z_degraded.jpg,1,person
2905,"[['car', 0.7640196084976196], ['car', 0.25662145018577576]]",ddd62c24-5a6b-4901-b91d-855771652617,aggregated,"[640, 468]",3295.4,3295.4,159.67,104.92,49.299212072649574,3295.3995427583973,4597825116_8ec71a76cf_z_degraded.jpg,1,car
2906,"[['elephant', 0.5128160715103149], ['dog', 0.4835740923881531]]",b6a920c9-1729-4cfa-a411-8e979b836455,aggregated,"[480, 640]",304.62,304.62,136.37,44.82,55.93912760416667,304.61848628869586,361146297_ca9b5c8799_z_degraded.jpg,1,dog
2907,"[['truck', 0.4841911345720291], ['car', 0.7959734201431274], ['car', 0.5380504131317139], ['parking meter', 0.3565295934677124]]",3dced4e8-615c-4d3d-a877-6f7a5fefe145,aggregated,"[640, 450]",4589.19,4589.19,142.79,58.8,58.569791666666674,4589.1861239617565,7110476047_267467ee68_z_degraded.jpg,1,car
2908,"[['person', 0.3036259412765503], ['cat', 0.74172443151474]]",bbcdded9-e6a3-431b-be1b-aa744561ee71,aggregated,"[480, 640]",116.05,116.05,231.88,33.86,84.9794921875,116.05173440033589,2999108747_2b1e0ac45f_z_degraded.jpg,1,cat
2909,"[['cat', 0.6857980489730835]]",52e9a2c4-7d72-4182-b6a4-e5ac37d25e80,aggregated,"[639, 428]",211.94,211.94,224.1,43.37,69.90624954294825,211.9429123250703,3029397040_d35cf11083_z_degraded.jpg,1,cat
2910,"[['motorcycle', 0.3571007549762726], ['person', 0.2765137255191803]]",411c5bf0-d740-4f8e-85ea-ad5f6be4e401,aggregated,"[640, 480]",793.59,793.59,179.17,47.23,44.94368489583333,793.594550843546,6102395478_8c004e1142_z_degraded.jpg,0,bicycle
2911,"[['person', 0.8813810050487518], ['person', 0.8364715874195099], ['suitcase', 0.2701965272426605]]",0bebf4de-5f21-4ad0-93a4-6dd60957f7f1,aggregated,"[640, 425]",1384.23,1384.23,167.71,43.41,45.237500000000004,1384.2270417438226,8183126241_e78c7f86ba_z_degraded.jpg,1,person
2912,"[['dog', 0.30094902217388153], ['remote', 0.2871265411376953]]",38373bcb-7d9d-42db-99b5-1b466977faa0,aggregated,"[640, 427]",693.48,693.48,174.66,36.95,53.2172131147541,693.4777918923855,4467873253_2ce7540d62_z_degraded.jpg,1,dog
2913,"[['person', 0.8930153250694275], ['person', 0.7916715443134308], ['cat', 0.3526039123535156], ['dog', 0.6259560585021973], ['dog', 0.6133281588554382]]",8dcdec24-1828-4109-a2b0-a041cf7cb274,aggregated,"[640, 480]",603.3,603.3,193.32,49.74,56.12467447916667,603.2981852009987,5093076088_7bc77ec199_z_degraded.jpg,1,dog
2914,"[['bear', 0.3898502290248871]]",15cd4010-27f5-44ca-93f4-80596477c301,aggregated,"[640, 480]",3001.31,3001.31,160.96,84.03,34.440755208333336,3001.310465544593,1980856023_6049619444_z_degraded.jpg,0,cat
2915,"[['potted plant', 0.6470627784729004], ['potted plant', 0.3945663720369339], ['potted plant', 0.41051867604255676], ['chair', 0.3296189308166504], ['person', 0.5437028110027313], ['dog', 0.6038234829902649], ['person', 0.38311243057250977]]",c5ccd42a-13b0-4f6b-8d9d-85f308328053,aggregated,"[640, 640]",1110.79,1110.79,198.78,77.84,57.91772460937501,1110.7934198196174,7270802858_c6e2b115e4_z_degraded.jpg,1,dog
